API call	Permission(s)	Notes		
android.net.ConnectivityManager.untether(java.lang.String)	android.permission.CHANGE_NETWORK_STATE and android.permission.ACCESS_NETWORK_STATE			
android.net.Downloads$ById.deleteDownload(android.content.Context,long)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.Downloads$ById.getMimeTypeForId(android.content.Context,long)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.Downloads$ById.getStatus(android.content.Context,long)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.Downloads$ById.openDownload(android.content.Context,long,java.lang.String)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.Downloads$ById.openDownloadStream(android.content.Context,long)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.Downloads$ById.startDownloadByUri(android.content.Context,java.lang.String,java.lang.String,boolean,int,boolean,boolean,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.Downloads$ByUri.getCurrentOtaDownloads(android.content.Context,java.lang.String)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.Downloads$ByUri.getProgressCursor(android.content.Context,long)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.Downloads$ByUri.getStatus(android.content.Context,java.lang.String,long)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.Downloads$ByUri.removeAllDownloadsByPackage(android.content.Context,java.lang.String,java.lang.String)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.Downloads$ByUri.startDownloadByUri(android.content.Context,java.lang.String,java.lang.String,boolean,int,boolean,boolean,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.Downloads$DownloadBase.startDownloadByUri(android.content.Context,java.lang.String,java.lang.String,boolean,int,boolean,boolean,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	android.permission.ACCESS_DOWNLOAD_MANAGER			
android.net.http.RequestQueue.enablePlatformNotifications()	android.permission.ACCESS_NETWORK_STATE			
android.net.http.RequestQueue.setProxyConfig()	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.getActiveNetworkInfo()	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.getAllNetworkInfo()	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.getLastTetherError(java.lang.String)	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.getMobileDataEnabled()	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.getNetworkInfo(int)	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.getNetworkPreference()	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.getTetherableIfaces()	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.getTetherableUsbRegexs()	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.getTetherableWifiRegexs()	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.getTetheredIfaces()	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.getTetheringErroredIfaces()	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.isTetheringSupported()	android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.requestRouteToHost(int,int)	android.permission.CHANGE_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.setBackgroundDataSetting(boolean)	android.permission.CHANGE_BACKGROUND_DATA_SETTING			
android.net.IConnectivityManager$Stub$Proxy.setMobileDataEnabled(boolean)	android.permission.CHANGE_NETWORK_STATE and android.permission.ACCESS_NETWORK_STATE and android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS and android.permission.BACKUP			
android.net.IConnectivityManager$Stub$Proxy.setNetworkPreference(int)	android.permission.CHANGE_NETWORK_STATE and android.permission.WRITE_SETTINGS and android.permission.WRITE_SECURE_SETTINGS and android.permission.BACKUP			
android.net.IConnectivityManager$Stub$Proxy.setRadio(int,boolean)	android.permission.CHANGE_NETWORK_STATE and android.permission.CHANGE_WIFI_STATE			
android.net.IConnectivityManager$Stub$Proxy.setRadios(boolean)	android.permission.CHANGE_NETWORK_STATE and android.permission.CHANGE_WIFI_STATE			
android.net.IConnectivityManager$Stub$Proxy.startUsingNetworkFeature(int,java.lang.String,android.os.IBinder)	android.permission.ACCESS_NETWORK_STATE AND android.permission.CHANGE_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.stopUsingNetworkFeature(int,java.lang.String)	android.permission.CHANGE_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.tether(java.lang.String)	android.permission.CHANGE_NETWORK_STATE and android.permission.ACCESS_NETWORK_STATE			
android.net.IConnectivityManager$Stub$Proxy.untether(java.lang.String)	android.permission.CHANGE_NETWORK_STATE and android.permission.ACCESS_NETWORK_STATE			
android.net.IThrottleManager$Stub$Proxy.getByteCount(java.lang.String,int,int,int)	android.permission.ACCESS_NETWORK_STATE			
android.net.IThrottleManager$Stub$Proxy.getCliffLevel(java.lang.String,int)	android.permission.ACCESS_NETWORK_STATE			
android.net.IThrottleManager$Stub$Proxy.getCliffThreshold(java.lang.String,int)	android.permission.ACCESS_NETWORK_STATE			
android.net.IThrottleManager$Stub$Proxy.getHelpUri()	android.permission.ACCESS_NETWORK_STATE			
android.net.IThrottleManager$Stub$Proxy.getPeriodStartTime(java.lang.String)	android.permission.ACCESS_NETWORK_STATE			
android.net.IThrottleManager$Stub$Proxy.getResetTime(java.lang.String)	android.permission.ACCESS_NETWORK_STATE			
android.net.IThrottleManager$Stub$Proxy.getThrottle(java.lang.String)	android.permission.ACCESS_NETWORK_STATE			
android.net.MobileDataStateTracker.reconnect()	android.permission.MODIFY_PHONE_STATE			
android.net.MobileDataStateTracker.setRadio(boolean)	android.permission.MODIFY_PHONE_STATE			
android.net.MobileDataStateTracker.teardown()	android.permission.MODIFY_PHONE_STATE			
android.net.NetworkInfo.isConnectedOrConnecting()	android.permission.ACCESS_NETWORK_STATE			
android.net.ThrottleManager.getByteCount(java.lang.String,int,int,int)	android.permission.ACCESS_NETWORK_STATE			
android.net.ThrottleManager.getCliffLevel(java.lang.String,int)	android.permission.ACCESS_NETWORK_STATE			
android.net.ThrottleManager.getCliffThreshold(java.lang.String,int)	android.permission.ACCESS_NETWORK_STATE			
android.net.ThrottleManager.getHelpUri()	android.permission.ACCESS_NETWORK_STATE			
android.net.ThrottleManager.getPeriodStartTime(java.lang.String)	android.permission.ACCESS_NETWORK_STATE			
android.net.ThrottleManager.getResetTime(java.lang.String)	android.permission.ACCESS_NETWORK_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.acquireMulticastLock(android.os.IBinder,java.lang.String)	android.permission.CHANGE_WIFI_MULTICAST_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.acquireWifiLock(android.os.IBinder,int,java.lang.String)	android.permission.WAKE_LOCK			
android.net.wifi.IWifiManager$Stub$Proxy.addOrUpdateNetwork(android.net.wifi.WifiConfiguration)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.disableNetwork(int)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.disconnect()	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.enableNetwork(int,boolean)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.getConfiguredNetworks()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.getConnectionInfo()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.getDhcpInfo()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.getNumAllowedChannels()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.getScanResults()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.getValidChannelCounts()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.getWifiApEnabledState()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.getWifiEnabledState()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.initializeMulticastFiltering()	android.permission.CHANGE_WIFI_MULTICAST_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.isMulticastEnabled()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.pingSupplicant()	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.reassociate()	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.reconnect()	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.releaseMulticastLock()	android.permission.CHANGE_WIFI_MULTICAST_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.releaseWifiLock(android.os.IBinder)	android.permission.WAKE_LOCK			
android.net.wifi.IWifiManager$Stub$Proxy.removeNetwork(int)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.saveConfiguration()	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.setNumAllowedChannels(int,boolean)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.setWifiApEnabled(android.net.wifi.WifiConfiguration,boolean)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.setWifiEnabled(boolean)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.IWifiManager$Stub$Proxy.startScan(boolean)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.addNetwork(android.net.wifi.WifiConfiguration)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.addOrUpdateNetwork(android.net.wifi.WifiConfiguration)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.disableNetwork(int)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.disconnect()	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.enableNetwork(int,boolean)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.getConfiguredNetworks()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.WifiManager.getConnectionInfo()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.WifiManager.getDhcpInfo()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.WifiManager.getNumAllowedChannels()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.WifiManager.getScanResults()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.WifiManager.getValidChannelCounts()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.WifiManager.getWifiApState()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.WifiManager.getWifiState()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.WifiManager.initializeMulticastFiltering()	android.permission.CHANGE_WIFI_MULTICAST_STATE			
android.net.wifi.WifiManager.isMulticastEnabled()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.WifiManager.isWifiApEnabled()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.WifiManager.isWifiEnabled()	android.permission.ACCESS_WIFI_STATE			
android.net.wifi.WifiManager.pingSupplicant()	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.reassociate()	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.reconnect()	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.removeNetwork(int)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.saveConfiguration()	android.permission.CHANGE_WIFI_STATE and android.permission.BACKUP			
android.net.wifi.WifiManager.setNumAllowedChannels(int,boolean)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.setWifiApEnabled(android.net.wifi.WifiConfiguration,boolean)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.setWifiEnabled(boolean)	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.startScan()	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager.startScanActive()	android.permission.CHANGE_WIFI_STATE			
android.net.wifi.WifiManager$MulticastLock.acquire()	android.permission.CHANGE_WIFI_MULTICAST_STATE			
android.net.wifi.WifiManager$MulticastLock.finalize()	android.permission.CHANGE_WIFI_MULTICAST_STATE or NONE			
android.net.wifi.WifiManager$MulticastLock.release()	android.permission.CHANGE_WIFI_MULTICAST_STATE			
android.net.wifi.WifiManager$WifiLock.acquire()	android.permission.WAKE_LOCK			
android.net.wifi.WifiManager$WifiLock.finalize()	android.permission.WAKE_LOCK or NONE			
android.net.wifi.WifiManager$WifiLock.release()	android.permission.WAKE_LOCK			
android.os.DropBoxManager.getNextEntry(java.lang.String,long)	android.permission.READ_LOGS			
android.os.IHardwareService$Stub$Proxy.setFlashlightEnabled(boolean)	android.permission.FLASHLIGHT OR android.permission.HARDWARE_TEST			
android.os.IMountService$Stub$Proxy.formatMedia	android.permission.MOUNT_FORMAT_FILESYSTEMS	Android 2.1 and lower		
android.os.IMountService$Stub$Proxy.mountMedia	android.permission.MOUNT_UNMOUNT_FILESYSTEMS	Android 2.1 and lower		
android.os.IMountService$Stub$Proxy.setAutoStartUms	android.permission.WRITE_SETTINGS	Android 2.1 and lower		
android.os.IMountService$Stub$Proxy.setPlayNotificationSounds	android.permission.WRITE_SETTINGS	Android 2.1 and lower		
android.os.IMountService$Stub$Proxy.shutdown	android.permission.SHUTDOWN	Android 2.1 and lower		
android.os.IMountService$Stub$Proxy.unmountMedia	android.permission.MOUNT_UNMOUNT_FILESYSTEMS	Android 2.1 and lower		
android.os.INetworkManagementService$Stub$Proxy.attachPppd(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	android.permission.CHANGE_NETWORK_STATE
android.os.INetworkManagementService$Stub$Proxy.detachPppd(java.lang.String)	android.permission.CHANGE_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.disableNat(java.lang.String,java.lang.String)	android.permission.CHANGE_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.enableNat(java.lang.String,java.lang.String)	android.permission.CHANGE_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.getDnsForwarders()	android.permission.ACCESS_NETWORK_STATE
android.os.INetworkManagementService$Stub$Proxy.getInterfaceRxCounter(java.lang.String)	android.permission.ACCESS_NETWORK_STATE
android.os.INetworkManagementService$Stub$Proxy.getInterfaceRxThrottle(java.lang.String)	android.permission.ACCESS_NETWORK_STATE
android.os.INetworkManagementService$Stub$Proxy.getInterfaceTxCounter(java.lang.String)	android.permission.ACCESS_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.getInterfaceTxThrottle(java.lang.String)	android.permission.ACCESS_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.getIpForwardingEnabled()	android.permission.ACCESS_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.isTetheringStarted()	android.permission.ACCESS_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.isUsbRNDISStarted()	android.permission.ACCESS_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.listInterfaces()	android.permission.ACCESS_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.listTetheredInterfaces()	android.permission.ACCESS_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.listTtys()	android.permission.ACCESS_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.setAccessPoint(android.net.wifi.WifiConfiguration,java.lang.String,java.lang.String)	android.permission.CHANGE_NETWORK_STATE
android.os.INetworkManagementService$Stub$Proxy.setInterfaceThrottle(java.lang.String,int,int)	android.permission.CHANGE_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.setIpForwardingEnabled(boolean)	android.permission.CHANGE_NETWORK_STATE
android.os.INetworkManagementService$Stub$Proxy.shutdown()	android.permission.SHUTDOWN			
android.os.INetworkManagementService$Stub$Proxy.startAccessPoint(android.net.wifi.WifiConfiguration,java.lang.String,java.lang.String)	android.permission.CHANGE_NETWORK_STATE AND android.permission.CHANGE_WIFI_STATE
android.os.INetworkManagementService$Stub$Proxy.startUsbRNDIS()	android.permission.CHANGE_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.stopAccessPoint()	android.permission.CHANGE_NETWORK_STATE AND android.permission.CHANGE_WIFI_STATE
android.os.INetworkManagementService$Stub$Proxy.stopTethering()	android.permission.CHANGE_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.stopUsbRNDIS()	android.permission.CHANGE_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.tetherInterface(java.lang.String)	android.permission.CHANGE_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.unregisterObserver(android.net.INetworkManagementEventObserver)	android.permission.CHANGE_NETWORK_STATE			
android.os.INetworkManagementService$Stub$Proxy.untetherInterface(java.lang.String)	android.permission.CHANGE_NETWORK_STATE			
android.os.IPowerManager$Stub$Proxy.acquireWakeLock(int,android.os.IBinder,java.lang.String)	android.permission.WAKE_LOCK			
android.os.IPowerManager$Stub$Proxy.clearUserActivityTimeout(long,long)	android.permission.DEVICE_POWER			
android.os.IPowerManager$Stub$Proxy.crash(java.lang.String)	android.permission.REBOOT			
android.os.IPowerManager$Stub$Proxy.goToSleep(long)	android.permission.DEVICE_POWER			
android.os.IPowerManager$Stub$Proxy.goToSleepWithReason(long,int)	android.permission.DEVICE_POWER			
android.os.IPowerManager$Stub$Proxy.preventScreenOn(boolean)	android.permission.DEVICE_POWER			
android.os.IPowerManager$Stub$Proxy.reboot(java.lang.String)	android.permission.REBOOT			
android.os.IPowerManager$Stub$Proxy.releaseWakeLock(android.os.IBinder,int)	android.permission.WAKE_LOCK			
android.os.IPowerManager$Stub$Proxy.setAttentionLight(boolean,int)	android.permission.DEVICE_POWER			
android.os.IPowerManager$Stub$Proxy.setBacklightBrightness(int)	android.permission.DEVICE_POWER			
android.os.IPowerManager$Stub$Proxy.setMaximumScreenOffTimeount(int)	android.permission.WRITE_SECURE_SETTINGS			
android.os.IPowerManager$Stub$Proxy.setPokeLock(int,android.os.IBinder,java.lang.String)	android.permission.DEVICE_POWER			
android.os.IPowerManager$Stub$Proxy.setStayOnSetting(int)	android.permission.WRITE_SETTINGS			
android.os.IPowerManager$Stub$Proxy.userActivityWithForce(long,boolean,boolean)	android.permission.DEVICE_POWER			
android.os.IVibratorService$Stub$Proxy.cancelVibrate(android.os.IBinder)	android.permission.VIBRATE			
android.os.IVibratorService$Stub$Proxy.vibrate(long,android.os.IBinder)	android.permission.VIBRATE			
android.os.IVibratorService$Stub$Proxy.vibratePattern([J,int,android.os.IBinder)	android.permission.VIBRATE			
android.os.PowerManager.goToSleep(long)	android.permission.DEVICE_POWER			
android.os.PowerManager.reboot(java.lang.String)	android.permission.REBOOT			
android.os.PowerManager.setBacklightBrightness(int)	android.permission.DEVICE_POWER			
android.os.PowerManager$WakeLock.acquire()	android.permission.WAKE_LOCK			
android.os.PowerManager$WakeLock.acquire(long)	android.permission.WAKE_LOCK			
android.os.PowerManager$WakeLock.release()	android.permission.WAKE_LOCK			
android.os.PowerManager$WakeLock.release(int)	android.permission.WAKE_LOCK			
android.os.RecoverySystem.bootCommand(android.content.Context,java.lang.String)	android.permission.REBOOT			
android.os.RecoverySystem.installPackage(android.content.Context,java.io.File)	android.permission.REBOOT			
android.os.RecoverySystem.rebootWipeUserData(android.content.Context)	android.permission.REBOOT			
android.os.storage.IMountService$Stub$Proxy.createSecureContainer(java.lang.String,int,java.lang.String,java.lang.String,int)	android.permission.ASEC_CREATE			
android.os.storage.IMountService$Stub$Proxy.destroySecureContainer(java.lang.String,boolean)	android.permission.ASEC_DESTROY			
android.os.storage.IMountService$Stub$Proxy.finalizeSecureContainer(java.lang.String)	android.permission.ASEC_CREATE			
android.os.storage.IMountService$Stub$Proxy.formatVolume(java.lang.String)	android.permission.MOUNT_FORMAT_FILESYSTEMS			
android.os.storage.IMountService$Stub$Proxy.getSecureContainerList()	android.permission.ASEC_ACCESS			
android.os.storage.IMountService$Stub$Proxy.getSecureContainerPath(java.lang.String)	android.permission.ASEC_ACCESS			
android.os.storage.IMountService$Stub$Proxy.getStorageUsers(java.lang.String)	android.permission.MOUNT_UNMOUNT_FILESYSTEMS			
android.os.storage.IMountService$Stub$Proxy.isSecureContainerMounted(java.lang.String)	android.permission.ASEC_ACCESS			
android.os.storage.IMountService$Stub$Proxy.mountSecureContainer(java.lang.String,java.lang.String,int)	android.permission.ASEC_MOUNT_UNMOUNT			
android.os.storage.IMountService$Stub$Proxy.mountVolume(java.lang.String)	android.permission.MOUNT_UNMOUNT_FILESYSTEMS			
android.os.storage.IMountService$Stub$Proxy.renameSecureContainer(java.lang.String,java.lang.String)	android.permission.ASEC_RENAME			
android.os.storage.IMountService$Stub$Proxy.setUsbMassStorageEnabled(boolean)	android.permission.MOUNT_UNMOUNT_FILESYSTEMS			
android.os.storage.IMountService$Stub$Proxy.shutdown(android.os.storage.IMountShutdownObserver)	android.permission.SHUTDOWN			
android.os.storage.IMountService$Stub$Proxy.unmountSecureContainer(java.lang.String,boolean)	android.permission.ASEC_MOUNT_UNMOUNT			
android.os.storage.IMountService$Stub$Proxy.unmountVolume(java.lang.String,boolean)	android.permission.MOUNT_UNMOUNT_FILESYSTEMS			
android.os.storage.StorageManager.disableUsbMassStorage()	android.permission.MOUNT_UNMOUNT_FILESYSTEMS			
android.os.storage.StorageManager.enableUsbMassStorage()	android.permission.MOUNT_UNMOUNT_FILESYSTEMS			
android.os.Vibrator.cancel()	android.permission.VIBRATE			
android.os.Vibrator.vibrate([J,int)	android.permission.VIBRATE			
android.os.Vibrator.vibrate(long)	android.permission.VIBRATE			
android.pim.vcard.VCardComposer.createOneEntry()	android.permission.READ_CONTACTS			
android.pim.vcard.VCardComposer.createOneEntry(java.lang.reflect.Method)	android.permission.READ_CONTACTS			
android.pim.vcard.VCardComposer.createOneEntryInternal(java.lang.String,java.lang.reflect.Method)	android.permission.READ_CONTACTS			
android.pim.vcard.VCardComposer.init()	android.permission.READ_CONTACTS			
android.pim.vcard.VCardComposer.init(java.lang.String,[Ljava.lang.String;)	android.permission.READ_CONTACTS			
android.pim.vcard.VCardComposer$HandlerForOutputStream.onInit(android.content.Context)	android.permission.READ_CONTACTS			
android.pim.vcard.VCardComposer$OneEntryHandler.onInit(android.content.Context)	android.permission.READ_CONTACTS			
android.pim.vcard.VCardEntry.pushIntoContentResolver(android.content.ContentResolver)	android.permission.WRITE_CONTACTS			
android.pim.vcard.VCardEntryCommitter.onEntryCreated(android.pim.vcard.VCardEntry)	android.permission.WRITE_CONTACTS			
android.pim.vcard.VCardEntryHandler.onEntryCreated(android.pim.vcard.VCardEntry)	android.permission.WRITE_CONTACTS			
android.provider.Browser.addSearchUrl(android.content.ContentResolver,java.lang.String)	com.android.browser.permission.READ_HISTORY_BOOKMARKS and com.android.browser.permission.WRITE_HISTORY_BOOKMARKS			
android.provider.Browser.canClearHistory(android.content.ContentResolver)	com.android.browser.permission.READ_HISTORY_BOOKMARKS			
android.provider.Browser.clearHistory(android.content.ContentResolver)	com.android.browser.permission.READ_HISTORY_BOOKMARKS and com.android.browser.permission.WRITE_HISTORY_BOOKMARKS			
android.provider.Browser.clearSearches(android.content.ContentResolver)	com.android.browser.permission.WRITE_HISTORY_BOOKMARKS			
android.provider.Browser.deleteFromHistory(android.content.ContentResolver,java.lang.String)	com.android.browser.permission.READ_HISTORY_BOOKMARKS and com.android.browser.permission.WRITE_HISTORY_BOOKMARKS			
android.provider.Browser.deleteHistoryTimeFrame(android.content.ContentResolver,long,long)	com.android.browser.permission.READ_HISTORY_BOOKMARKS and com.android.browser.permission.WRITE_HISTORY_BOOKMARKS			
android.provider.Browser.deleteHistoryWhere(android.content.ContentResolver,java.lang.String)	com.android.browser.permission.READ_HISTORY_BOOKMARKS and com.android.browser.permission.WRITE_HISTORY_BOOKMARKS			
android.provider.Browser.getAllBookmarks(android.content.ContentResolver)	com.android.browser.permission.READ_HISTORY_BOOKMARKS			
android.provider.Browser.getAllVisitedUrls(android.content.ContentResolver)	com.android.browser.permission.READ_HISTORY_BOOKMARKS			
android.provider.Browser.getVisitedHistory(android.content.ContentResolver)	com.android.browser.permission.READ_HISTORY_BOOKMARKS			
android.provider.Browser.getVisitedLike(android.content.ContentResolver,java.lang.String)	com.android.browser.permission.READ_HISTORY_BOOKMARKS			
android.provider.Browser.requestAllIcons(android.content.ContentResolver,java.lang.String,android.webkit.WebIconDatabase$IconListener)	com.android.browser.permission.READ_HISTORY_BOOKMARKS			
android.provider.Browser.truncateHistory(android.content.ContentResolver)	com.android.browser.permission.READ_HISTORY_BOOKMARKS and com.android.browser.permission.WRITE_HISTORY_BOOKMARKS			
android.provider.Browser.updateVisitedHistory(android.content.ContentResolver,java.lang.String,boolean)	com.android.browser.permission.READ_HISTORY_BOOKMARKS and com.android.browser.permission.WRITE_HISTORY_BOOKMARKS			
android.provider.Calendar$CalendarAlerts.alarmExists(android.content.ContentResolver,long,long,long)	android.permission.READ_CALENDAR			
android.provider.Calendar$CalendarAlerts.findNextAlarmTime(android.content.ContentResolver,long)	android.permission.READ_CALENDAR			
android.provider.Calendar$CalendarAlerts.insert(android.content.ContentResolver,long,long,long,long,int)	android.permission.WRITE_CALENDAR			
android.provider.Calendar$CalendarAlerts.query(android.content.ContentResolver,[Ljava.lang.String;,java.lang.String,[Ljava.lang.String;,java.lang.String)	android.permission.READ_CALENDAR			
android.provider.Calendar$Calendars.delete(android.content.ContentResolver,java.lang.String,[Ljava.lang.String;)	android.permission.WRITE_CALENDAR			
android.provider.Calendar$Calendars.deleteCalendarsForAccount(android.content.ContentResolver,android.accounts.Account)	android.permission.WRITE_CALENDAR			
android.provider.Calendar$Calendars.query(android.content.ContentResolver,[Ljava.lang.String;,java.lang.String,java.lang.String)	android.permission.READ_CALENDAR			
android.provider.Calendar$EventDays.query(android.content.ContentResolver,int,int)	android.permission.READ_CALENDAR			
android.provider.Calendar$Events.query(android.content.ContentResolver,[Ljava.lang.String;,java.lang.String,java.lang.String)	android.permission.READ_CALENDAR			
android.provider.Calendar$Events.query(android.content.ContentResolver,[Ljava.lang.String;)	android.permission.READ_CALENDAR			
android.provider.Calendar$Instances.query(android.content.ContentResolver,[Ljava.lang.String;,long,long,java.lang.String,java.lang.String)	android.permission.READ_CALENDAR			
android.provider.Calendar$Instances.query(android.content.ContentResolver,[Ljava.lang.String;,long,long)	android.permission.READ_CALENDAR			
android.provider.CallLog$Calls.addCall(com.android.internal.telephony.CallerInfo,android.content.Context,java.lang.String,int,int,long,int)	android.permission.READ_CONTACTS and android.permission.WRITE_CONTACTS	 		
android.provider.CallLog$Calls.getLastOutgoingCall(android.content.Context)	android.permission.READ_CONTACTS			
android.provider.CallLog$Calls.removeExpiredEntries(android.content.Context)	android.permission.WRITE_CONTACTS			
android.provider.Contacts$People.addToGroup(android.content.ContentResolver,long,java.lang.String)	android.permission.READ_CONTACTS and android.permission.WRITE_CONTACTS	This class is deprecated in Android 2.2.		
android.provider.Contacts$People.addToGroup(android.content.ContentResolver,long,long)	android.permission.WRITE_CONTACTS	This class is deprecated in Android 2.2.		
